noserie,idfreq,CodSec,detail,nbrMinAprox,courriel,Coduser,datecreation
45091,M,ELE,"1.- Vérification visuel de la machine (voir l'ensemble des connexions et composantes vivantes de la machine)
2.- Essaie de commandes de la machine
",30,NULL,ugh2,"2018-06-13 09:10:46"
